country,ssp_range,year_range,p0.05,p0.50,p0.95
Sint Maarten (Dutch part),SSP2-4.5,2040-2059,0.00,0.00,0.00
Sint Maarten (Dutch part),SSP2-4.5,2080-2099,0.00,0.00,0.00
Seychelles,SSP2-4.5,1986-2005,0.00,0.00,0.00
Seychelles,SSP2-4.5,2020-2039,0.00,0.00,0.00
Seychelles,SSP2-4.5,2040-2059,0.00,0.00,0.00
Seychelles,SSP2-4.5,2080-2099,0.00,0.00,0.00
Syrian Arab Republic,SSP2-4.5,1986-2005,45.33,46.49,50.12
Syrian Arab Republic,SSP2-4.5,2020-2039,62.96,68.01,74.25
Syrian Arab Republic,SSP2-4.5,2040-2059,69.57,75.07,85.54
Syrian Arab Republic,SSP2-4.5,2080-2099,73.74,88.45,101.57
Turks and Caicos Islands,SSP2-4.5,1986-2005,0.00,0.00,0.00
Turks and Caicos Islands,SSP2-4.5,2020-2039,0.00,0.00,0.00
Turks and Caicos Islands,SSP2-4.5,2040-2059,0.00,0.00,0.00
Turks and Caicos Islands,SSP2-4.5,2080-2099,0.00,0.00,0.00
Chad,SSP2-4.5,1986-2005,162.06,170.60,175.55
Chad,SSP2-4.5,2020-2039,175.35,186.20,197.79
Chad,SSP2-4.5,2040-2059,179.91,198.25,220.45
Chad,SSP2-4.5,2080-2099,199.59,220.92,240.90
Togo,SSP2-4.5,1986-2005,45.72,50.18,59.60
Togo,SSP2-4.5,2020-2039,46.38,69.81,77.53
Togo,SSP2-4.5,2040-2059,58.98,86.78,105.21
Togo,SSP2-4.5,2080-2099,69.05,108.66,129.24
Thailand,SSP2-4.5,1986-2005,29.91,34.12,38.25
Thailand,SSP2-4.5,2020-2039,37.74,47.64,54.63
Thailand,SSP2-4.5,2040-2059,47.13,60.20,74.72
Thailand,SSP2-4.5,2080-2099,48.12,72.74,102.32
Tajikistan,SSP2-4.5,1986-2005,10.89,11.73,13.73
Tajikistan,SSP2-4.5,2020-2039,14.07,17.35,21.61
Tajikistan,SSP2-4.5,2040-2059,16.22,21.36,27.13
Tajikistan,SSP2-4.5,2080-2099,20.97,26.72,33.34
Tokelau,SSP2-4.5,1986-2005,0.00,0.00,0.00
Tokelau,SSP2-4.5,2020-2039,0.00,0.00,0.00
Tokelau,SSP2-4.5,2040-2059,0.00,0.00,0.00
Tokelau,SSP2-4.5,2080-2099,0.00,0.00,0.00
Turkmenistan,SSP2-4.5,1986-2005,56.55,58.74,63.28
Turkmenistan,SSP2-4.5,2020-2039,73.31,77.02,82.02
Turkmenistan,SSP2-4.5,2040-2059,81.47,85.63,94.35
Turkmenistan,SSP2-4.5,2080-2099,86.70,97.55,108.76
Timor-Leste,SSP2-4.5,1986-2005,0.00,0.00,0.00
Timor-Leste,SSP2-4.5,2020-2039,0.00,0.00,0.00
Timor-Leste,SSP2-4.5,2040-2059,0.00,0.00,0.01
Timor-Leste,SSP2-4.5,2080-2099,0.00,0.01,0.13
Tonga,SSP2-4.5,1986-2005,0.00,0.00,0.00
Tonga,SSP2-4.5,2020-2039,0.00,0.00,0.00
Tonga,SSP2-4.5,2040-2059,0.00,0.00,0.00
Tonga,SSP2-4.5,2080-2099,0.00,0.00,0.00
Trinidad and Tobago,SSP2-4.5,1986-2005,0.00,0.00,0.00
Trinidad and Tobago,SSP2-4.5,2020-2039,0.00,0.00,0.00
Trinidad and Tobago,SSP2-4.5,2040-2059,0.00,0.00,0.00
Trinidad and Tobago,SSP2-4.5,2080-2099,0.00,0.00,0.01
Tunisia,SSP2-4.5,1986-2005,29.67,31.53,34.86
Tunisia,SSP2-4.5,2020-2039,42.65,45.78,49.83
Tunisia,SSP2-4.5,2040-2059,46.60,53.05,61.38
Tunisia,SSP2-4.5,2080-2099,50.84,61.62,74.44
Türkiye,SSP2-4.5,1986-2005,8.18,8.77,9.82
Türkiye,SSP2-4.5,2020-2039,14.45,15.62,19.15
Türkiye,SSP2-4.5,2040-2059,17.13,19.55,23.42
Türkiye,SSP2-4.5,2080-2099,19.74,26.75,33.66
Tuvalu,SSP2-4.5,1986-2005,0.00,0.00,0.00
Tuvalu,SSP2-4.5,2020-2039,0.00,0.00,0.00
Tuvalu,SSP2-4.5,2040-2059,0.00,0.00,0.00
Tuvalu,SSP2-4.5,2080-2099,0.00,0.00,0.00
"Taiwan, Province of China",SSP2-4.5,1986-2005,0.00,0.00,0.01
"Taiwan, Province of China",SSP2-4.5,2020-2039,0.00,0.04,0.10
"Taiwan, Province of China",SSP2-4.5,2040-2059,0.02,0.08,0.18
"Taiwan, Province of China",SSP2-4.5,2080-2099,0.11,0.25,0.64
"Tanzania, United Republic of",SSP2-4.5,1986-2005,0.54,0.64,1.08
"Tanzania, United Republic of",SSP2-4.5,2020-2039,1.27,1.68,3.69
"Tanzania, United Republic of",SSP2-4.5,2040-2059,2.04,3.30,6.99
"Tanzania, United Republic of",SSP2-4.5,2080-2099,3.09,5.95,12.90
Uganda,SSP2-4.5,1986-2005,4.10,5.36,8.13
Uganda,SSP2-4.5,2020-2039,6.65,8.17,10.63
Uganda,SSP2-4.5,2040-2059,8.88,11.48,15.29
Uganda,SSP2-4.5,2080-2099,9.69,17.17,22.56
Ukraine,SSP2-4.5,1986-2005,0.55,1.04,1.80
Ukraine,SSP2-4.5,2020-2039,2.25,3.18,5.21
Ukraine,SSP2-4.5,2040-2059,2.79,4.77,7.67
Ukraine,SSP2-4.5,2080-2099,4.36,7.93,14.01
United States Minor Outlying Islands,SSP2-4.5,1986-2005,0.00,0.00,0.00
United States Minor Outlying Islands,SSP2-4.5,2020-2039,0.00,0.00,0.00
United States Minor Outlying Islands,SSP2-4.5,2040-2059,0.00,0.00,0.00
United States Minor Outlying Islands,SSP2-4.5,2080-2099,0.00,0.00,0.00
Uruguay,SSP2-4.5,1986-2005,2.48,3.22,4.23
Uruguay,SSP2-4.5,2020-2039,2.64,5.73,8.74
Uruguay,SSP2-4.5,2040-2059,4.38,6.58,9.44
Uruguay,SSP2-4.5,2080-2099,7.03,8.81,15.47
United States,SSP2-4.5,1986-2005,7.38,8.66,9.54
United States,SSP2-4.5,2020-2039,11.98,14.58,17.24
United States,SSP2-4.5,2040-2059,15.00,17.95,23.42
United States,SSP2-4.5,2080-2099,17.82,23.94,34.49
Uzbekistan,SSP2-4.5,1986-2005,32.08,35.02,40.19
Uzbekistan,SSP2-4.5,2020-2039,45.94,49.27,57.32
Uzbekistan,SSP2-4.5,2040-2059,52.62,59.22,68.79
Uzbekistan,SSP2-4.5,2080-2099,58.47,68.49,80.42
Holy See (Vatican City State),SSP2-4.5,1986-2005,0.00,0.00,0.14
Holy See (Vatican City State),SSP2-4.5,2020-2039,0.00,0.36,1.13
Holy See (Vatican City State),SSP2-4.5,2040-2059,0.20,0.96,3.60
Holy See (Vatican City State),SSP2-4.5,2080-2099,0.37,3.67,10.76
Saint Vincent and the Grenadines,SSP2-4.5,1986-2005,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP2-4.5,2020-2039,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP2-4.5,2040-2059,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP2-4.5,2080-2099,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP2-4.5,1986-2005,9.72,11.60,13.81
"Venezuela, Bolivarian Republic of",SSP2-4.5,2020-2039,19.28,25.05,29.99
"Venezuela, Bolivarian Republic of",SSP2-4.5,2040-2059,23.68,33.52,49.65
"Venezuela, Bolivarian Republic of",SSP2-4.5,2080-2099,28.70,49.04,73.51
"Virgin Islands, British",SSP2-4.5,1986-2005,0.00,0.00,0.00
"Virgin Islands, British",SSP2-4.5,2020-2039,0.00,0.00,0.00
"Virgin Islands, British",SSP2-4.5,2040-2059,0.00,0.00,0.00
"Virgin Islands, British",SSP2-4.5,2080-2099,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP2-4.5,1986-2005,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP2-4.5,2020-2039,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP2-4.5,2040-2059,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP2-4.5,2080-2099,0.00,0.00,0.00
Viet Nam,SSP2-4.5,1986-2005,5.69,6.68,8.31
Viet Nam,SSP2-4.5,2020-2039,10.14,12.69,16.18
Viet Nam,SSP2-4.5,2040-2059,11.59,18.96,26.05
Viet Nam,SSP2-4.5,2080-2099,13.70,25.85,42.81
Vanuatu,SSP2-4.5,1986-2005,0.00,0.00,0.00
Vanuatu,SSP2-4.5,2020-2039,0.00,0.00,0.00
Vanuatu,SSP2-4.5,2040-2059,0.00,0.00,0.00
Vanuatu,SSP2-4.5,2080-2099,0.00,0.00,0.01
Wallis and Futuna,SSP2-4.5,1986-2005,0.00,0.00,0.00
Wallis and Futuna,SSP2-4.5,2020-2039,0.00,0.00,0.00
Wallis and Futuna,SSP2-4.5,2040-2059,0.00,0.00,0.00
Wallis and Futuna,SSP2-4.5,2080-2099,0.00,0.00,0.00
Samoa,SSP2-4.5,1986-2005,0.00,0.00,0.00
Samoa,SSP2-4.5,2020-2039,0.00,0.00,0.00
Samoa,SSP2-4.5,2040-2059,0.00,0.00,0.00
Samoa,SSP2-4.5,2080-2099,0.00,0.00,0.00
Yemen,SSP2-4.5,1986-2005,39.61,41.23,43.30
Yemen,SSP2-4.5,2020-2039,47.80,53.44,60.14
Yemen,SSP2-4.5,2040-2059,50.58,61.08,72.54
Yemen,SSP2-4.5,2080-2099,59.00,72.88,88.29
South Africa,SSP2-4.5,1986-2005,4.65,5.74,6.12
South Africa,SSP2-4.5,2020-2039,8.39,10.82,13.04
South Africa,SSP2-4.5,2040-2059,10.15,13.71,18.47
South Africa,SSP2-4.5,2080-2099,14.30,21.69,27.74
Zambia,SSP2-4.5,1986-2005,3.67,4.91,6.87
Zambia,SSP2-4.5,2020-2039,10.05,13.06,16.02
Zambia,SSP2-4.5,2040-2059,12.45,18.01,23.55
Zambia,SSP2-4.5,2080-2099,19.11,28.68,40.57
Zimbabwe,SSP2-4.5,1986-2005,7.87,9.11,11.82
Zimbabwe,SSP2-4.5,2020-2039,12.91,18.19,22.99
Zimbabwe,SSP2-4.5,2040-2059,17.90,23.85,30.25
Zimbabwe,SSP2-4.5,2080-2099,25.09,33.44,54.43
Aruba,SSP3-7.0,1986-2005,0.00,0.00,0.00
Aruba,SSP3-7.0,2020-2039,0.00,0.00,0.00
Aruba,SSP3-7.0,2040-2059,0.00,0.00,0.00
Aruba,SSP3-7.0,2080-2099,0.00,0.00,0.00
Afghanistan,SSP3-7.0,1986-2005,27.57,29.34,30.98
Afghanistan,SSP3-7.0,2020-2039,34.71,38.02,39.65
Afghanistan,SSP3-7.0,2040-2059,38.43,43.07,46.37
Afghanistan,SSP3-7.0,2080-2099,51.19,57.98,67.54
Angola,SSP3-7.0,1986-2005,3.40,3.86,4.60
Angola,SSP3-7.0,2020-2039,6.47,9.13,12.14
Angola,SSP3-7.0,2040-2059,9.75,15.54,21.55
Angola,SSP3-7.0,2080-2099,21.25,37.55,61.34
Anguilla,SSP3-7.0,1986-2005,0.00,0.00,0.00
Anguilla,SSP3-7.0,2020-2039,0.00,0.00,0.00
Anguilla,SSP3-7.0,2040-2059,0.00,0.00,0.00
Anguilla,SSP3-7.0,2080-2099,0.00,0.00,0.00
Åland Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Åland Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Åland Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Åland Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Albania,SSP3-7.0,1986-2005,0.23,0.47,0.73
Albania,SSP3-7.0,2020-2039,1.04,1.78,4.46
Albania,SSP3-7.0,2040-2059,2.03,3.41,7.19
Albania,SSP3-7.0,2080-2099,5.78,14.59,33.60
Andorra,SSP3-7.0,1986-2005,0.00,0.00,0.00
Andorra,SSP3-7.0,2020-2039,0.00,0.00,0.00
Andorra,SSP3-7.0,2040-2059,0.00,0.00,0.02
Andorra,SSP3-7.0,2080-2099,0.00,0.00,0.73
United Arab Emirates,SSP3-7.0,1986-2005,156.17,157.42,160.66
United Arab Emirates,SSP3-7.0,2020-2039,167.91,176.12,180.28
United Arab Emirates,SSP3-7.0,2040-2059,180.13,186.91,193.15
United Arab Emirates,SSP3-7.0,2080-2099,196.18,208.72,221.90
Argentina,SSP3-7.0,1986-2005,10.09,12.01,12.63
Argentina,SSP3-7.0,2020-2039,14.39,17.65,20.99
Argentina,SSP3-7.0,2040-2059,17.95,22.06,25.38
Argentina,SSP3-7.0,2080-2099,25.50,34.01,42.45
Armenia,SSP3-7.0,1986-2005,0.23,0.37,0.49
Armenia,SSP3-7.0,2020-2039,0.72,1.81,4.25
Armenia,SSP3-7.0,2040-2059,1.37,3.53,7.08
Armenia,SSP3-7.0,2080-2099,6.26,12.95,20.60
American Samoa,SSP3-7.0,1986-2005,0.00,0.00,0.00
American Samoa,SSP3-7.0,2020-2039,0.00,0.00,0.00
American Samoa,SSP3-7.0,2040-2059,0.00,0.00,0.00
American Samoa,SSP3-7.0,2080-2099,0.00,0.00,0.00
Antarctica,SSP3-7.0,1986-2005,0.00,0.00,0.00
Antarctica,SSP3-7.0,2020-2039,0.00,0.00,0.00
Antarctica,SSP3-7.0,2040-2059,0.00,0.00,0.00
Antarctica,SSP3-7.0,2080-2099,0.00,0.00,0.00
French Southern Territories,SSP3-7.0,1986-2005,0.00,0.00,0.00
French Southern Territories,SSP3-7.0,2020-2039,0.00,0.00,0.00
French Southern Territories,SSP3-7.0,2040-2059,0.00,0.00,0.00
French Southern Territories,SSP3-7.0,2080-2099,0.00,0.00,0.00
Antigua and Barbuda,SSP3-7.0,1986-2005,0.00,0.00,0.00
Antigua and Barbuda,SSP3-7.0,2020-2039,0.00,0.00,0.00
Antigua and Barbuda,SSP3-7.0,2040-2059,0.00,0.00,0.00
Antigua and Barbuda,SSP3-7.0,2080-2099,0.00,0.00,0.00
Australia,SSP3-7.0,1986-2005,6.51,6.98,7.42
Australia,SSP3-7.0,2020-2039,8.80,9.78,11.31
Australia,SSP3-7.0,2040-2059,10.73,12.98,14.37
Australia,SSP3-7.0,2080-2099,15.89,21.69,26.91
Austria,SSP3-7.0,1986-2005,0.07,0.18,0.25
Austria,SSP3-7.0,2020-2039,0.24,0.54,1.69
Austria,SSP3-7.0,2040-2059,0.70,1.16,2.49
Austria,SSP3-7.0,2080-2099,1.50,4.50,10.00
Azerbaijan,SSP3-7.0,1986-2005,7.61,8.23,10.11
Azerbaijan,SSP3-7.0,2020-2039,12.09,16.93,20.37
Azerbaijan,SSP3-7.0,2040-2059,15.88,21.47,25.32
Azerbaijan,SSP3-7.0,2080-2099,27.47,36.57,46.94
Burundi,SSP3-7.0,1986-2005,0.00,0.00,0.00
Burundi,SSP3-7.0,2020-2039,0.00,0.01,0.04
Burundi,SSP3-7.0,2040-2059,0.01,0.07,0.14
Burundi,SSP3-7.0,2080-2099,0.11,0.83,3.14
Belgium,SSP3-7.0,1986-2005,0.02,0.06,0.18
Belgium,SSP3-7.0,2020-2039,0.17,0.35,0.71
Belgium,SSP3-7.0,2040-2059,0.23,0.68,1.34
Belgium,SSP3-7.0,2080-2099,0.93,2.91,6.21
Benin,SSP3-7.0,1986-2005,50.18,53.86,56.51
Benin,SSP3-7.0,2020-2039,62.59,71.75,82.94
Benin,SSP3-7.0,2040-2059,70.66,89.26,107.38
Benin,SSP3-7.0,2080-2099,93.40,137.26,163.63
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2080-2099,0.00,0.00,0.00
Burkina Faso,SSP3-7.0,1986-2005,142.73,148.38,152.57
Burkina Faso,SSP3-7.0,2020-2039,168.59,177.25,195.03
Burkina Faso,SSP3-7.0,2040-2059,176.92,204.00,217.42
Burkina Faso,SSP3-7.0,2080-2099,200.06,245.18,278.81
Bangladesh,SSP3-7.0,1986-2005,17.29,19.87,28.99
Bangladesh,SSP3-7.0,2020-2039,13.16,21.68,31.54
Bangladesh,SSP3-7.0,2040-2059,17.89,26.86,41.48
Bangladesh,SSP3-7.0,2080-2099,41.84,67.21,90.06
Bulgaria,SSP3-7.0,1986-2005,1.64,2.10,2.75
Bulgaria,SSP3-7.0,2020-2039,3.98,5.46,9.62
Bulgaria,SSP3-7.0,2040-2059,6.81,9.30,13.54
Bulgaria,SSP3-7.0,2080-2099,12.05,26.06,44.33
Bahrain,SSP3-7.0,1986-2005,18.40,23.86,25.81
Bahrain,SSP3-7.0,2020-2039,43.92,62.63,76.27
Bahrain,SSP3-7.0,2040-2059,69.18,87.92,103.20
Bahrain,SSP3-7.0,2080-2099,106.17,127.77,146.67
Bahamas,SSP3-7.0,1986-2005,0.00,0.00,0.00
Bahamas,SSP3-7.0,2020-2039,0.00,0.00,0.00
Bahamas,SSP3-7.0,2040-2059,0.00,0.00,0.00
Bahamas,SSP3-7.0,2080-2099,0.00,0.00,0.07
Bosnia and Herzegovina,SSP3-7.0,1986-2005,0.55,1.26,1.76
Bosnia and Herzegovina,SSP3-7.0,2020-2039,1.84,3.13,8.34
Bosnia and Herzegovina,SSP3-7.0,2040-2059,3.50,5.93,11.21
Bosnia and Herzegovina,SSP3-7.0,2080-2099,7.74,17.11,38.20
Saint Barthélemy,SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Barthélemy,SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Barthélemy,SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Barthélemy,SSP3-7.0,2080-2099,0.00,0.00,0.00
Belarus,SSP3-7.0,1986-2005,0.02,0.13,0.42
Belarus,SSP3-7.0,2020-2039,0.16,0.76,1.53
Belarus,SSP3-7.0,2040-2059,0.32,1.43,3.92
Belarus,SSP3-7.0,2080-2099,0.77,3.93,9.03
Belize,SSP3-7.0,1986-2005,5.08,5.93,6.99
Belize,SSP3-7.0,2020-2039,10.10,11.78,14.14
Belize,SSP3-7.0,2040-2059,13.69,20.05,28.21
Belize,SSP3-7.0,2080-2099,27.32,59.44,93.32
Bermuda,SSP3-7.0,1986-2005,0.00,0.00,0.00
Bermuda,SSP3-7.0,2020-2039,0.00,0.00,0.00
Bermuda,SSP3-7.0,2040-2059,0.00,0.00,0.00
Bermuda,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Bolivia, Plurinational State of",SSP3-7.0,1986-2005,5.13,7.04,7.91
"Bolivia, Plurinational State of",SSP3-7.0,2020-2039,13.00,16.63,22.47
"Bolivia, Plurinational State of",SSP3-7.0,2040-2059,19.73,26.59,31.83
"Bolivia, Plurinational State of",SSP3-7.0,2080-2099,35.31,49.48,69.09
Brazil,SSP3-7.0,1986-2005,9.92,12.09,13.92
Brazil,SSP3-7.0,2020-2039,21.86,24.70,32.16
Brazil,SSP3-7.0,2040-2059,32.17,38.96,50.02
Brazil,SSP3-7.0,2080-2099,54.90,80.61,112.01
Barbados,SSP3-7.0,1986-2005,0.00,0.00,0.00
Barbados,SSP3-7.0,2020-2039,0.00,0.00,0.00
Barbados,SSP3-7.0,2040-2059,0.00,0.00,0.00
Barbados,SSP3-7.0,2080-2099,0.00,0.00,0.00
Brunei Darussalam,SSP3-7.0,1986-2005,0.00,0.00,0.07
Brunei Darussalam,SSP3-7.0,2020-2039,0.00,0.03,0.39
Brunei Darussalam,SSP3-7.0,2040-2059,0.02,0.33,1.32
Brunei Darussalam,SSP3-7.0,2080-2099,0.66,5.03,15.45
Bhutan,SSP3-7.0,1986-2005,0.02,0.02,0.04
Bhutan,SSP3-7.0,2020-2039,0.01,0.04,0.30
Bhutan,SSP3-7.0,2040-2059,0.01,0.06,0.22
Bhutan,SSP3-7.0,2080-2099,0.12,0.46,1.12
Botswana,SSP3-7.0,1986-2005,19.93,24.91,29.73
Botswana,SSP3-7.0,2020-2039,35.97,47.48,60.39
Botswana,SSP3-7.0,2040-2059,44.61,61.91,86.08
Botswana,SSP3-7.0,2080-2099,72.23,116.05,150.22
Central African Republic,SSP3-7.0,1986-2005,43.62,46.43,51.56
Central African Republic,SSP3-7.0,2020-2039,44.41,57.46,73.28
Central African Republic,SSP3-7.0,2040-2059,55.95,69.34,97.84
Central African Republic,SSP3-7.0,2080-2099,68.04,115.18,169.41
Canada,SSP3-7.0,1986-2005,0.03,0.08,0.11
Canada,SSP3-7.0,2020-2039,0.19,0.32,0.77
Canada,SSP3-7.0,2040-2059,0.23,0.63,1.05
Canada,SSP3-7.0,2080-2099,0.91,2.37,6.10
Switzerland,SSP3-7.0,1986-2005,0.00,0.02,0.13
Switzerland,SSP3-7.0,2020-2039,0.05,0.13,0.38
Switzerland,SSP3-7.0,2040-2059,0.15,0.42,0.83
Switzerland,SSP3-7.0,2080-2099,0.73,2.28,6.20
Chile,SSP3-7.0,1986-2005,0.00,0.01,0.01
Chile,SSP3-7.0,2020-2039,0.01,0.03,0.07
Chile,SSP3-7.0,2040-2059,0.02,0.06,0.11
Chile,SSP3-7.0,2080-2099,0.09,0.26,0.60
China,SSP3-7.0,1986-2005,4.89,5.86,6.61
China,SSP3-7.0,2020-2039,6.60,9.96,11.34
China,SSP3-7.0,2040-2059,9.84,13.72,18.51
China,SSP3-7.0,2080-2099,16.41,28.50,40.91
Côte d'Ivoire,SSP3-7.0,1986-2005,20.31,22.67,24.11
Côte d'Ivoire,SSP3-7.0,2020-2039,33.10,40.32,55.62
Côte d'Ivoire,SSP3-7.0,2040-2059,42.84,60.31,78.32
Côte d'Ivoire,SSP3-7.0,2080-2099,64.26,104.94,133.71
Cameroon,SSP3-7.0,1986-2005,29.34,30.39,32.24
Cameroon,SSP3-7.0,2020-2039,33.98,37.04,41.38
Cameroon,SSP3-7.0,2040-2059,37.67,44.10,54.37
Cameroon,SSP3-7.0,2080-2099,47.74,62.38,106.66
"Congo, The Democratic Republic of the",SSP3-7.0,1986-2005,1.39,1.76,2.72
"Congo, The Democratic Republic of the",SSP3-7.0,2020-2039,3.35,4.73,7.98
"Congo, The Democratic Republic of the",SSP3-7.0,2040-2059,5.91,9.51,17.80
"Congo, The Democratic Republic of the",SSP3-7.0,2080-2099,14.21,26.60,92.42
Congo,SSP3-7.0,1986-2005,0.51,0.80,1.42
Congo,SSP3-7.0,2020-2039,0.92,2.07,3.56
Congo,SSP3-7.0,2040-2059,1.84,3.44,8.76
Congo,SSP3-7.0,2080-2099,6.57,18.20,56.12
Cook Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cook Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cook Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cook Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Colombia,SSP3-7.0,1986-2005,2.89,3.26,4.21
Colombia,SSP3-7.0,2020-2039,5.60,7.54,10.21
Colombia,SSP3-7.0,2040-2059,9.10,14.16,18.94
Colombia,SSP3-7.0,2080-2099,16.75,39.93,65.74
Comoros,SSP3-7.0,1986-2005,0.00,0.00,0.00
Comoros,SSP3-7.0,2020-2039,0.00,0.00,0.00
Comoros,SSP3-7.0,2040-2059,0.00,0.00,0.00
Comoros,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cabo Verde,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cabo Verde,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cabo Verde,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cabo Verde,SSP3-7.0,2080-2099,0.00,0.00,0.00
Costa Rica,SSP3-7.0,1986-2005,0.58,0.81,1.19
Costa Rica,SSP3-7.0,2020-2039,1.69,2.31,3.65
Costa Rica,SSP3-7.0,2040-2059,2.83,4.62,6.22
Costa Rica,SSP3-7.0,2080-2099,7.19,15.33,31.17
Cuba,SSP3-7.0,1986-2005,0.62,0.93,1.16
Cuba,SSP3-7.0,2020-2039,1.71,2.89,4.67
Cuba,SSP3-7.0,2040-2059,3.33,7.07,12.26
Cuba,SSP3-7.0,2080-2099,8.32,31.84,70.92
Curaçao,SSP3-7.0,1986-2005,0.00,0.00,0.00
Curaçao,SSP3-7.0,2020-2039,0.00,0.00,0.00
Curaçao,SSP3-7.0,2040-2059,0.00,0.00,0.00
Curaçao,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cayman Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cayman Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cayman Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cayman Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cyprus,SSP3-7.0,1986-2005,4.88,6.83,8.46
Cyprus,SSP3-7.0,2020-2039,11.44,13.35,16.22
Cyprus,SSP3-7.0,2040-2059,14.92,16.80,20.71
Cyprus,SSP3-7.0,2080-2099,21.41,27.05,38.70
Czechia,SSP3-7.0,1986-2005,0.06,0.14,0.20
Czechia,SSP3-7.0,2020-2039,0.12,0.53,1.32
Czechia,SSP3-7.0,2040-2059,0.54,1.14,2.76
Czechia,SSP3-7.0,2080-2099,1.57,4.91,11.06
Germany,SSP3-7.0,1986-2005,0.11,0.18,0.32
Germany,SSP3-7.0,2020-2039,0.29,0.76,1.00
Germany,SSP3-7.0,2040-2059,0.81,1.46,2.64
Germany,SSP3-7.0,2080-2099,1.87,4.91,9.31
Djibouti,SSP3-7.0,1986-2005,120.87,127.86,130.71
Djibouti,SSP3-7.0,2020-2039,126.79,147.63,154.82
Djibouti,SSP3-7.0,2040-2059,135.36,160.44,170.11
Djibouti,SSP3-7.0,2080-2099,152.72,187.09,206.94
Dominica,SSP3-7.0,1986-2005,0.00,0.00,0.00
Dominica,SSP3-7.0,2020-2039,0.00,0.00,0.00
Dominica,SSP3-7.0,2040-2059,0.00,0.00,0.00
Dominica,SSP3-7.0,2080-2099,0.00,0.00,0.00
Denmark,SSP3-7.0,1986-2005,0.00,0.00,0.00
Denmark,SSP3-7.0,2020-2039,0.00,0.00,0.06
Denmark,SSP3-7.0,2040-2059,0.00,0.00,0.01
Denmark,SSP3-7.0,2080-2099,0.00,0.03,0.19
Dominican Republic,SSP3-7.0,1986-2005,0.20,0.28,0.38
Dominican Republic,SSP3-7.0,2020-2039,0.69,1.09,2.15
Dominican Republic,SSP3-7.0,2040-2059,1.17,2.50,5.57
Dominican Republic,SSP3-7.0,2080-2099,3.43,10.22,34.70
Algeria,SSP3-7.0,1986-2005,45.11,46.88,50.31
Algeria,SSP3-7.0,2020-2039,57.30,61.82,70.35
Algeria,SSP3-7.0,2040-2059,64.46,71.14,83.02
Algeria,SSP3-7.0,2080-2099,83.05,91.57,110.48
Ecuador,SSP3-7.0,1986-2005,0.03,0.07,0.14
Ecuador,SSP3-7.0,2020-2039,0.14,0.27,0.44
Ecuador,SSP3-7.0,2040-2059,0.30,0.59,1.43
Ecuador,SSP3-7.0,2080-2099,0.95,3.66,8.47
Egypt,SSP3-7.0,1986-2005,59.06,62.33,65.23
Egypt,SSP3-7.0,2020-2039,82.39,88.08,95.31
Egypt,SSP3-7.0,2040-2059,94.16,101.93,110.06
Egypt,SSP3-7.0,2080-2099,118.83,127.82,146.08
Eritrea,SSP3-7.0,1986-2005,99.63,102.52,106.54
Eritrea,SSP3-7.0,2020-2039,116.36,125.57,133.99
Eritrea,SSP3-7.0,2040-2059,123.70,144.01,152.67
Eritrea,SSP3-7.0,2080-2099,150.87,180.83,194.61
Spain,SSP3-7.0,1986-2005,4.19,4.84,6.23
Spain,SSP3-7.0,2020-2039,7.80,10.44,14.47
Spain,SSP3-7.0,2040-2059,10.12,14.86,22.88
