country,ssp_range,year_range,p0.05,p0.50,p0.95
Sint Maarten (Dutch part),SSP2-4.5,2040-2059,0.00,0.00,0.00
Sint Maarten (Dutch part),SSP2-4.5,2080-2099,0.00,0.00,0.00
Seychelles,SSP2-4.5,1986-2005,0.00,0.00,0.00
Seychelles,SSP2-4.5,2020-2039,0.00,0.00,0.00
Seychelles,SSP2-4.5,2040-2059,0.00,0.00,0.00
Seychelles,SSP2-4.5,2080-2099,0.00,0.00,0.00
Syrian Arab Republic,SSP2-4.5,1986-2005,8.80,12.55,16.54
Syrian Arab Republic,SSP2-4.5,2020-2039,5.25,7.49,9.43
Syrian Arab Republic,SSP2-4.5,2040-2059,4.65,6.96,9.82
Syrian Arab Republic,SSP2-4.5,2080-2099,2.63,4.56,8.21
Turks and Caicos Islands,SSP2-4.5,1986-2005,0.00,0.00,0.00
Turks and Caicos Islands,SSP2-4.5,2020-2039,0.00,0.00,0.00
Turks and Caicos Islands,SSP2-4.5,2040-2059,0.00,0.00,0.00
Turks and Caicos Islands,SSP2-4.5,2080-2099,0.00,0.00,0.00
Chad,SSP2-4.5,1986-2005,0.03,0.05,0.09
Chad,SSP2-4.5,2020-2039,0.01,0.01,0.03
Chad,SSP2-4.5,2040-2059,0.00,0.01,0.02
Chad,SSP2-4.5,2080-2099,0.00,0.00,0.01
Togo,SSP2-4.5,1986-2005,0.00,0.00,0.00
Togo,SSP2-4.5,2020-2039,0.00,0.00,0.00
Togo,SSP2-4.5,2040-2059,0.00,0.00,0.00
Togo,SSP2-4.5,2080-2099,0.00,0.00,0.00
Thailand,SSP2-4.5,1986-2005,0.00,0.00,0.00
Thailand,SSP2-4.5,2020-2039,0.00,0.00,0.00
Thailand,SSP2-4.5,2040-2059,0.00,0.00,0.00
Thailand,SSP2-4.5,2080-2099,0.00,0.00,0.00
Tajikistan,SSP2-4.5,1986-2005,156.72,158.60,163.42
Tajikistan,SSP2-4.5,2020-2039,133.46,143.39,148.25
Tajikistan,SSP2-4.5,2040-2059,128.41,135.70,142.79
Tajikistan,SSP2-4.5,2080-2099,109.82,127.51,138.30
Tokelau,SSP2-4.5,1986-2005,0.00,0.00,0.00
Tokelau,SSP2-4.5,2020-2039,0.00,0.00,0.00
Tokelau,SSP2-4.5,2040-2059,0.00,0.00,0.00
Tokelau,SSP2-4.5,2080-2099,0.00,0.00,0.00
Turkmenistan,SSP2-4.5,1986-2005,67.20,73.71,78.59
Turkmenistan,SSP2-4.5,2020-2039,52.55,61.85,68.17
Turkmenistan,SSP2-4.5,2040-2059,45.59,57.02,62.55
Turkmenistan,SSP2-4.5,2080-2099,32.20,51.78,59.06
Timor-Leste,SSP2-4.5,1986-2005,0.00,0.00,0.00
Timor-Leste,SSP2-4.5,2020-2039,0.00,0.00,0.00
Timor-Leste,SSP2-4.5,2040-2059,0.00,0.00,0.00
Timor-Leste,SSP2-4.5,2080-2099,0.00,0.00,0.00
Tonga,SSP2-4.5,1986-2005,0.00,0.00,0.00
Tonga,SSP2-4.5,2020-2039,0.00,0.00,0.00
Tonga,SSP2-4.5,2040-2059,0.00,0.00,0.00
Tonga,SSP2-4.5,2080-2099,0.00,0.00,0.00
Trinidad and Tobago,SSP2-4.5,1986-2005,0.00,0.00,0.00
Trinidad and Tobago,SSP2-4.5,2020-2039,0.00,0.00,0.00
Trinidad and Tobago,SSP2-4.5,2040-2059,0.00,0.00,0.00
Trinidad and Tobago,SSP2-4.5,2080-2099,0.00,0.00,0.00
Tunisia,SSP2-4.5,1986-2005,1.11,1.33,1.74
Tunisia,SSP2-4.5,2020-2039,0.27,0.58,0.89
Tunisia,SSP2-4.5,2040-2059,0.22,0.38,0.77
Tunisia,SSP2-4.5,2080-2099,0.08,0.19,0.69
Türkiye,SSP2-4.5,1986-2005,76.76,81.84,89.15
Türkiye,SSP2-4.5,2020-2039,60.41,66.40,74.76
Türkiye,SSP2-4.5,2040-2059,57.04,63.38,71.61
Türkiye,SSP2-4.5,2080-2099,41.28,56.60,65.97
Tuvalu,SSP2-4.5,1986-2005,0.00,0.00,0.00
Tuvalu,SSP2-4.5,2020-2039,0.00,0.00,0.00
Tuvalu,SSP2-4.5,2040-2059,0.00,0.00,0.00
Tuvalu,SSP2-4.5,2080-2099,0.00,0.00,0.00
"Taiwan, Province of China",SSP2-4.5,1986-2005,0.00,0.00,0.00
"Taiwan, Province of China",SSP2-4.5,2020-2039,0.00,0.00,0.00
"Taiwan, Province of China",SSP2-4.5,2040-2059,0.00,0.00,0.00
"Taiwan, Province of China",SSP2-4.5,2080-2099,0.00,0.00,0.00
"Tanzania, United Republic of",SSP2-4.5,1986-2005,0.00,0.00,0.00
"Tanzania, United Republic of",SSP2-4.5,2020-2039,0.00,0.00,0.00
"Tanzania, United Republic of",SSP2-4.5,2040-2059,0.00,0.00,0.00
"Tanzania, United Republic of",SSP2-4.5,2080-2099,0.00,0.00,0.00
Uganda,SSP2-4.5,1986-2005,0.00,0.00,0.00
Uganda,SSP2-4.5,2020-2039,0.00,0.00,0.00
Uganda,SSP2-4.5,2040-2059,0.00,0.00,0.00
Uganda,SSP2-4.5,2080-2099,0.00,0.00,0.00
Ukraine,SSP2-4.5,1986-2005,108.98,119.21,129.91
Ukraine,SSP2-4.5,2020-2039,85.55,98.88,109.55
Ukraine,SSP2-4.5,2040-2059,73.54,92.66,105.19
Ukraine,SSP2-4.5,2080-2099,68.22,83.99,98.64
United States Minor Outlying Islands,SSP2-4.5,1986-2005,0.00,0.00,0.00
United States Minor Outlying Islands,SSP2-4.5,2020-2039,0.00,0.00,0.00
United States Minor Outlying Islands,SSP2-4.5,2040-2059,0.00,0.00,0.00
United States Minor Outlying Islands,SSP2-4.5,2080-2099,0.00,0.00,0.00
Uruguay,SSP2-4.5,1986-2005,1.63,2.21,3.93
Uruguay,SSP2-4.5,2020-2039,1.01,1.83,2.54
Uruguay,SSP2-4.5,2040-2059,0.56,1.34,2.32
Uruguay,SSP2-4.5,2080-2099,0.42,0.86,1.97
United States,SSP2-4.5,1986-2005,85.32,86.71,89.81
United States,SSP2-4.5,2020-2039,68.34,73.41,77.25
United States,SSP2-4.5,2040-2059,57.47,66.44,74.67
United States,SSP2-4.5,2080-2099,45.22,59.32,70.68
Uzbekistan,SSP2-4.5,1986-2005,88.85,92.22,97.87
Uzbekistan,SSP2-4.5,2020-2039,68.50,78.37,85.76
Uzbekistan,SSP2-4.5,2040-2059,62.27,71.57,78.42
Uzbekistan,SSP2-4.5,2080-2099,48.07,65.10,74.61
Holy See (Vatican City State),SSP2-4.5,1986-2005,1.51,2.52,5.71
Holy See (Vatican City State),SSP2-4.5,2020-2039,0.38,1.31,2.37
Holy See (Vatican City State),SSP2-4.5,2040-2059,0.30,0.74,1.86
Holy See (Vatican City State),SSP2-4.5,2080-2099,0.03,0.29,0.99
Saint Vincent and the Grenadines,SSP2-4.5,1986-2005,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP2-4.5,2020-2039,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP2-4.5,2040-2059,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP2-4.5,2080-2099,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP2-4.5,1986-2005,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP2-4.5,2020-2039,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP2-4.5,2040-2059,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP2-4.5,2080-2099,0.00,0.00,0.00
"Virgin Islands, British",SSP2-4.5,1986-2005,0.00,0.00,0.00
"Virgin Islands, British",SSP2-4.5,2020-2039,0.00,0.00,0.00
"Virgin Islands, British",SSP2-4.5,2040-2059,0.00,0.00,0.00
"Virgin Islands, British",SSP2-4.5,2080-2099,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP2-4.5,1986-2005,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP2-4.5,2020-2039,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP2-4.5,2040-2059,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP2-4.5,2080-2099,0.00,0.00,0.00
Viet Nam,SSP2-4.5,1986-2005,0.00,0.01,0.03
Viet Nam,SSP2-4.5,2020-2039,0.00,0.00,0.00
Viet Nam,SSP2-4.5,2040-2059,0.00,0.00,0.01
Viet Nam,SSP2-4.5,2080-2099,0.00,0.00,0.00
Vanuatu,SSP2-4.5,1986-2005,0.00,0.00,0.00
Vanuatu,SSP2-4.5,2020-2039,0.00,0.00,0.00
Vanuatu,SSP2-4.5,2040-2059,0.00,0.00,0.00
Vanuatu,SSP2-4.5,2080-2099,0.00,0.00,0.00
Wallis and Futuna,SSP2-4.5,1986-2005,0.00,0.00,0.00
Wallis and Futuna,SSP2-4.5,2020-2039,0.00,0.00,0.00
Wallis and Futuna,SSP2-4.5,2040-2059,0.00,0.00,0.00
Wallis and Futuna,SSP2-4.5,2080-2099,0.00,0.00,0.00
Samoa,SSP2-4.5,1986-2005,0.00,0.00,0.00
Samoa,SSP2-4.5,2020-2039,0.00,0.00,0.00
Samoa,SSP2-4.5,2040-2059,0.00,0.00,0.00
Samoa,SSP2-4.5,2080-2099,0.00,0.00,0.00
Yemen,SSP2-4.5,1986-2005,0.00,0.00,0.03
Yemen,SSP2-4.5,2020-2039,0.00,0.00,0.01
Yemen,SSP2-4.5,2040-2059,0.00,0.00,0.01
Yemen,SSP2-4.5,2080-2099,0.00,0.00,0.00
South Africa,SSP2-4.5,1986-2005,5.03,6.27,7.71
South Africa,SSP2-4.5,2020-2039,3.58,4.58,5.12
South Africa,SSP2-4.5,2040-2059,2.33,3.03,4.29
South Africa,SSP2-4.5,2080-2099,1.12,2.45,3.41
Zambia,SSP2-4.5,1986-2005,0.00,0.00,0.00
Zambia,SSP2-4.5,2020-2039,0.00,0.00,0.00
Zambia,SSP2-4.5,2040-2059,0.00,0.00,0.00
Zambia,SSP2-4.5,2080-2099,0.00,0.00,0.00
Zimbabwe,SSP2-4.5,1986-2005,0.00,0.01,0.06
Zimbabwe,SSP2-4.5,2020-2039,0.00,0.00,0.05
Zimbabwe,SSP2-4.5,2040-2059,0.00,0.00,0.02
Zimbabwe,SSP2-4.5,2080-2099,0.00,0.00,0.00
Aruba,SSP3-7.0,1986-2005,0.00,0.00,0.00
Aruba,SSP3-7.0,2020-2039,0.00,0.00,0.00
Aruba,SSP3-7.0,2040-2059,0.00,0.00,0.00
Aruba,SSP3-7.0,2080-2099,0.00,0.00,0.00
Afghanistan,SSP3-7.0,1986-2005,111.92,113.08,117.48
Afghanistan,SSP3-7.0,2020-2039,92.76,101.10,104.31
Afghanistan,SSP3-7.0,2040-2059,80.05,92.65,97.72
Afghanistan,SSP3-7.0,2080-2099,51.38,75.15,84.92
Angola,SSP3-7.0,1986-2005,0.00,0.00,0.00
Angola,SSP3-7.0,2020-2039,0.00,0.00,0.00
Angola,SSP3-7.0,2040-2059,0.00,0.00,0.00
Angola,SSP3-7.0,2080-2099,0.00,0.00,0.00
Anguilla,SSP3-7.0,1986-2005,0.00,0.00,0.00
Anguilla,SSP3-7.0,2020-2039,0.00,0.00,0.00
Anguilla,SSP3-7.0,2040-2059,0.00,0.00,0.00
Anguilla,SSP3-7.0,2080-2099,0.00,0.00,0.00
Åland Islands,SSP3-7.0,1986-2005,83.50,93.95,111.84
Åland Islands,SSP3-7.0,2020-2039,42.88,66.96,78.95
Åland Islands,SSP3-7.0,2040-2059,31.35,51.28,77.88
Åland Islands,SSP3-7.0,2080-2099,6.58,24.26,55.40
Albania,SSP3-7.0,1986-2005,43.18,49.67,53.47
Albania,SSP3-7.0,2020-2039,33.39,38.65,44.45
Albania,SSP3-7.0,2040-2059,26.30,33.21,38.95
Albania,SSP3-7.0,2080-2099,16.36,26.77,30.67
Andorra,SSP3-7.0,1986-2005,146.63,154.20,160.68
Andorra,SSP3-7.0,2020-2039,122.74,131.98,146.33
Andorra,SSP3-7.0,2040-2059,115.46,125.47,134.46
Andorra,SSP3-7.0,2080-2099,80.74,101.24,114.06
United Arab Emirates,SSP3-7.0,1986-2005,0.00,0.00,0.00
United Arab Emirates,SSP3-7.0,2020-2039,0.00,0.00,0.00
United Arab Emirates,SSP3-7.0,2040-2059,0.00,0.00,0.00
United Arab Emirates,SSP3-7.0,2080-2099,0.00,0.00,0.00
Argentina,SSP3-7.0,1986-2005,24.17,25.22,26.99
Argentina,SSP3-7.0,2020-2039,19.91,21.86,24.40
Argentina,SSP3-7.0,2040-2059,15.64,19.36,20.94
Argentina,SSP3-7.0,2080-2099,9.79,14.44,16.75
Armenia,SSP3-7.0,1986-2005,141.61,145.51,149.39
Armenia,SSP3-7.0,2020-2039,121.49,133.16,142.20
Armenia,SSP3-7.0,2040-2059,114.20,125.71,131.71
Armenia,SSP3-7.0,2080-2099,66.33,108.80,119.65
American Samoa,SSP3-7.0,1986-2005,0.00,0.00,0.00
American Samoa,SSP3-7.0,2020-2039,0.00,0.00,0.00
American Samoa,SSP3-7.0,2040-2059,0.00,0.00,0.00
American Samoa,SSP3-7.0,2080-2099,0.00,0.00,0.00
Antarctica,SSP3-7.0,1986-2005,364.58,364.88,364.95
Antarctica,SSP3-7.0,2020-2039,363.59,364.83,364.95
Antarctica,SSP3-7.0,2040-2059,362.65,364.64,364.86
Antarctica,SSP3-7.0,2080-2099,362.82,364.14,364.76
French Southern Territories,SSP3-7.0,1986-2005,10.67,12.74,14.15
French Southern Territories,SSP3-7.0,2020-2039,3.47,7.39,8.93
French Southern Territories,SSP3-7.0,2040-2059,2.44,4.63,6.76
French Southern Territories,SSP3-7.0,2080-2099,0.31,1.08,3.36
Antigua and Barbuda,SSP3-7.0,1986-2005,0.00,0.00,0.00
Antigua and Barbuda,SSP3-7.0,2020-2039,0.00,0.00,0.00
Antigua and Barbuda,SSP3-7.0,2040-2059,0.00,0.00,0.00
Antigua and Barbuda,SSP3-7.0,2080-2099,0.00,0.00,0.00
Australia,SSP3-7.0,1986-2005,2.89,3.25,3.81
Australia,SSP3-7.0,2020-2039,1.52,2.42,3.05
Australia,SSP3-7.0,2040-2059,1.01,1.53,2.43
Australia,SSP3-7.0,2080-2099,0.33,0.82,1.58
Austria,SSP3-7.0,1986-2005,121.99,127.83,135.28
Austria,SSP3-7.0,2020-2039,93.96,107.56,119.03
Austria,SSP3-7.0,2040-2059,82.59,95.41,111.15
Austria,SSP3-7.0,2080-2099,58.09,76.01,95.63
Azerbaijan,SSP3-7.0,1986-2005,78.00,84.45,90.09
Azerbaijan,SSP3-7.0,2020-2039,60.43,72.52,79.26
Azerbaijan,SSP3-7.0,2040-2059,50.17,67.03,72.07
Azerbaijan,SSP3-7.0,2080-2099,27.38,51.57,62.49
Burundi,SSP3-7.0,1986-2005,0.00,0.00,0.00
Burundi,SSP3-7.0,2020-2039,0.00,0.00,0.00
Burundi,SSP3-7.0,2040-2059,0.00,0.00,0.00
Burundi,SSP3-7.0,2080-2099,0.00,0.00,0.00
Belgium,SSP3-7.0,1986-2005,44.06,48.92,58.94
Belgium,SSP3-7.0,2020-2039,27.35,37.03,49.37
Belgium,SSP3-7.0,2040-2059,24.45,30.88,41.32
Belgium,SSP3-7.0,2080-2099,13.46,21.89,31.04
Benin,SSP3-7.0,1986-2005,0.00,0.00,0.00
Benin,SSP3-7.0,2020-2039,0.00,0.00,0.00
Benin,SSP3-7.0,2040-2059,0.00,0.00,0.00
Benin,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2080-2099,0.00,0.00,0.00
Burkina Faso,SSP3-7.0,1986-2005,0.00,0.00,0.00
Burkina Faso,SSP3-7.0,2020-2039,0.00,0.00,0.00
Burkina Faso,SSP3-7.0,2040-2059,0.00,0.00,0.00
Burkina Faso,SSP3-7.0,2080-2099,0.00,0.00,0.00
Bangladesh,SSP3-7.0,1986-2005,0.00,0.00,0.00
Bangladesh,SSP3-7.0,2020-2039,0.00,0.00,0.00
Bangladesh,SSP3-7.0,2040-2059,0.00,0.00,0.00
Bangladesh,SSP3-7.0,2080-2099,0.00,0.00,0.00
Bulgaria,SSP3-7.0,1986-2005,77.72,86.14,91.89
Bulgaria,SSP3-7.0,2020-2039,59.44,69.68,76.99
Bulgaria,SSP3-7.0,2040-2059,47.52,60.97,71.85
Bulgaria,SSP3-7.0,2080-2099,25.00,49.86,56.76
Bahrain,SSP3-7.0,1986-2005,0.00,0.00,0.00
Bahrain,SSP3-7.0,2020-2039,0.00,0.00,0.00
Bahrain,SSP3-7.0,2040-2059,0.00,0.00,0.00
Bahrain,SSP3-7.0,2080-2099,0.00,0.00,0.00
Bahamas,SSP3-7.0,1986-2005,0.00,0.00,0.00
Bahamas,SSP3-7.0,2020-2039,0.00,0.00,0.00
Bahamas,SSP3-7.0,2040-2059,0.00,0.00,0.00
Bahamas,SSP3-7.0,2080-2099,0.00,0.00,0.00
Bosnia and Herzegovina,SSP3-7.0,1986-2005,84.16,91.78,96.84
Bosnia and Herzegovina,SSP3-7.0,2020-2039,65.12,72.44,82.37
Bosnia and Herzegovina,SSP3-7.0,2040-2059,52.35,64.18,75.94
Bosnia and Herzegovina,SSP3-7.0,2080-2099,29.30,48.76,59.65
Saint Barthélemy,SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Barthélemy,SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Barthélemy,SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Barthélemy,SSP3-7.0,2080-2099,0.00,0.00,0.00
Belarus,SSP3-7.0,1986-2005,126.82,134.11,144.87
Belarus,SSP3-7.0,2020-2039,96.43,112.47,126.50
Belarus,SSP3-7.0,2040-2059,82.24,96.73,117.57
Belarus,SSP3-7.0,2080-2099,46.23,70.63,107.49
Belize,SSP3-7.0,1986-2005,0.00,0.00,0.00
Belize,SSP3-7.0,2020-2039,0.00,0.00,0.00
Belize,SSP3-7.0,2040-2059,0.00,0.00,0.00
Belize,SSP3-7.0,2080-2099,0.00,0.00,0.00
Bermuda,SSP3-7.0,1986-2005,0.00,0.00,0.00
Bermuda,SSP3-7.0,2020-2039,0.00,0.00,0.00
Bermuda,SSP3-7.0,2040-2059,0.00,0.00,0.00
Bermuda,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Bolivia, Plurinational State of",SSP3-7.0,1986-2005,26.58,29.85,32.07
"Bolivia, Plurinational State of",SSP3-7.0,2020-2039,18.70,20.83,23.30
"Bolivia, Plurinational State of",SSP3-7.0,2040-2059,12.63,15.27,19.52
"Bolivia, Plurinational State of",SSP3-7.0,2080-2099,3.60,6.88,12.86
Brazil,SSP3-7.0,1986-2005,0.08,0.12,0.18
Brazil,SSP3-7.0,2020-2039,0.05,0.07,0.17
Brazil,SSP3-7.0,2040-2059,0.03,0.05,0.12
Brazil,SSP3-7.0,2080-2099,0.01,0.02,0.05
Barbados,SSP3-7.0,1986-2005,0.00,0.00,0.00
Barbados,SSP3-7.0,2020-2039,0.00,0.00,0.00
Barbados,SSP3-7.0,2040-2059,0.00,0.00,0.00
Barbados,SSP3-7.0,2080-2099,0.00,0.00,0.00
Brunei Darussalam,SSP3-7.0,1986-2005,0.00,0.00,0.00
Brunei Darussalam,SSP3-7.0,2020-2039,0.00,0.00,0.00
Brunei Darussalam,SSP3-7.0,2040-2059,0.00,0.00,0.00
Brunei Darussalam,SSP3-7.0,2080-2099,0.00,0.00,0.00
Bhutan,SSP3-7.0,1986-2005,69.27,72.94,74.70
Bhutan,SSP3-7.0,2020-2039,60.88,63.36,67.09
Bhutan,SSP3-7.0,2040-2059,53.75,57.71,62.99
Bhutan,SSP3-7.0,2080-2099,39.27,45.66,51.99
Botswana,SSP3-7.0,1986-2005,1.21,1.66,2.31
Botswana,SSP3-7.0,2020-2039,0.54,0.91,1.34
Botswana,SSP3-7.0,2040-2059,0.18,0.47,0.88
Botswana,SSP3-7.0,2080-2099,0.03,0.10,0.33
Central African Republic,SSP3-7.0,1986-2005,0.00,0.00,0.00
Central African Republic,SSP3-7.0,2020-2039,0.00,0.00,0.00
Central African Republic,SSP3-7.0,2040-2059,0.00,0.00,0.00
Central African Republic,SSP3-7.0,2080-2099,0.00,0.00,0.00
Canada,SSP3-7.0,1986-2005,167.08,169.33,172.26
Canada,SSP3-7.0,2020-2039,148.14,153.55,159.38
Canada,SSP3-7.0,2040-2059,136.20,144.78,152.72
Canada,SSP3-7.0,2080-2099,103.79,124.91,135.56
Switzerland,SSP3-7.0,1986-2005,109.46,113.22,122.58
Switzerland,SSP3-7.0,2020-2039,82.72,92.29,103.71
Switzerland,SSP3-7.0,2040-2059,70.28,82.13,94.48
Switzerland,SSP3-7.0,2080-2099,47.57,62.84,84.84
Chile,SSP3-7.0,1986-2005,38.84,41.08,42.53
Chile,SSP3-7.0,2020-2039,31.24,34.83,38.97
Chile,SSP3-7.0,2040-2059,24.86,30.62,33.85
Chile,SSP3-7.0,2080-2099,15.38,22.84,26.68
China,SSP3-7.0,1986-2005,77.25,80.08,81.79
China,SSP3-7.0,2020-2039,70.71,74.06,76.44
China,SSP3-7.0,2040-2059,63.73,70.50,72.48
China,SSP3-7.0,2080-2099,48.94,60.31,64.73
Côte d'Ivoire,SSP3-7.0,1986-2005,0.00,0.00,0.00
Côte d'Ivoire,SSP3-7.0,2020-2039,0.00,0.00,0.00
Côte d'Ivoire,SSP3-7.0,2040-2059,0.00,0.00,0.00
Côte d'Ivoire,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cameroon,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cameroon,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cameroon,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cameroon,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Congo, The Democratic Republic of the",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Congo, The Democratic Republic of the",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Congo, The Democratic Republic of the",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Congo, The Democratic Republic of the",SSP3-7.0,2080-2099,0.00,0.00,0.00
Congo,SSP3-7.0,1986-2005,0.00,0.00,0.00
Congo,SSP3-7.0,2020-2039,0.00,0.00,0.00
Congo,SSP3-7.0,2040-2059,0.00,0.00,0.00
Congo,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cook Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cook Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cook Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cook Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Colombia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Colombia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Colombia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Colombia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Comoros,SSP3-7.0,1986-2005,0.00,0.00,0.00
Comoros,SSP3-7.0,2020-2039,0.00,0.00,0.00
Comoros,SSP3-7.0,2040-2059,0.00,0.00,0.00
Comoros,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cabo Verde,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cabo Verde,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cabo Verde,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cabo Verde,SSP3-7.0,2080-2099,0.00,0.00,0.00
Costa Rica,SSP3-7.0,1986-2005,0.00,0.00,0.00
Costa Rica,SSP3-7.0,2020-2039,0.00,0.00,0.00
Costa Rica,SSP3-7.0,2040-2059,0.00,0.00,0.00
Costa Rica,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cuba,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cuba,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cuba,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cuba,SSP3-7.0,2080-2099,0.00,0.00,0.00
Curaçao,SSP3-7.0,1986-2005,0.00,0.00,0.00
Curaçao,SSP3-7.0,2020-2039,0.00,0.00,0.00
Curaçao,SSP3-7.0,2040-2059,0.00,0.00,0.00
Curaçao,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cayman Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cayman Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cayman Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cayman Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Cyprus,SSP3-7.0,1986-2005,0.00,0.08,0.36
Cyprus,SSP3-7.0,2020-2039,0.00,0.02,0.12
Cyprus,SSP3-7.0,2040-2059,0.00,0.01,0.11
Cyprus,SSP3-7.0,2080-2099,0.00,0.00,0.04
Czechia,SSP3-7.0,1986-2005,98.89,106.39,117.39
Czechia,SSP3-7.0,2020-2039,70.08,87.84,100.53
Czechia,SSP3-7.0,2040-2059,58.80,74.84,92.17
Czechia,SSP3-7.0,2080-2099,30.79,58.55,79.73
Germany,SSP3-7.0,1986-2005,69.41,75.27,85.38
Germany,SSP3-7.0,2020-2039,43.57,59.49,69.52
Germany,SSP3-7.0,2040-2059,37.66,48.45,64.28
Germany,SSP3-7.0,2080-2099,21.29,36.62,54.27
Djibouti,SSP3-7.0,1986-2005,0.00,0.00,0.00
Djibouti,SSP3-7.0,2020-2039,0.00,0.00,0.00
Djibouti,SSP3-7.0,2040-2059,0.00,0.00,0.00
Djibouti,SSP3-7.0,2080-2099,0.00,0.00,0.00
Dominica,SSP3-7.0,1986-2005,0.00,0.00,0.00
Dominica,SSP3-7.0,2020-2039,0.00,0.00,0.00
Dominica,SSP3-7.0,2040-2059,0.00,0.00,0.00
Dominica,SSP3-7.0,2080-2099,0.00,0.00,0.00
Denmark,SSP3-7.0,1986-2005,56.56,66.79,74.41
Denmark,SSP3-7.0,2020-2039,37.31,47.81,58.34
Denmark,SSP3-7.0,2040-2059,26.65,35.97,50.52
Denmark,SSP3-7.0,2080-2099,13.19,20.97,44.00
Dominican Republic,SSP3-7.0,1986-2005,0.00,0.00,0.00
Dominican Republic,SSP3-7.0,2020-2039,0.00,0.00,0.00
Dominican Republic,SSP3-7.0,2040-2059,0.00,0.00,0.00
Dominican Republic,SSP3-7.0,2080-2099,0.00,0.00,0.00
Algeria,SSP3-7.0,1986-2005,6.95,8.32,9.06
Algeria,SSP3-7.0,2020-2039,3.44,4.57,5.87
Algeria,SSP3-7.0,2040-2059,2.34,3.20,5.09
Algeria,SSP3-7.0,2080-2099,0.39,1.31,2.86
Ecuador,SSP3-7.0,1986-2005,0.01,0.03,0.29
Ecuador,SSP3-7.0,2020-2039,0.00,0.01,0.12
Ecuador,SSP3-7.0,2040-2059,0.00,0.00,0.10
Ecuador,SSP3-7.0,2080-2099,0.00,0.00,0.01
Egypt,SSP3-7.0,1986-2005,0.01,0.03,0.06
Egypt,SSP3-7.0,2020-2039,0.00,0.01,0.03
Egypt,SSP3-7.0,2040-2059,0.00,0.00,0.02
Egypt,SSP3-7.0,2080-2099,0.00,0.00,0.01
Eritrea,SSP3-7.0,1986-2005,0.00,0.00,0.00
Eritrea,SSP3-7.0,2020-2039,0.00,0.00,0.00
Eritrea,SSP3-7.0,2040-2059,0.00,0.00,0.00
Eritrea,SSP3-7.0,2080-2099,0.00,0.00,0.00
Spain,SSP3-7.0,1986-2005,17.26,18.92,21.03
Spain,SSP3-7.0,2020-2039,10.22,14.33,16.96
Spain,SSP3-7.0,2040-2059,8.41,11.98,14.81
